ID, Media, Link
1054398811660017666,@TomDeNucci Hey there.  ,
1054398735621541891,@KevinOnCFB So  we take it you're doing well.  ,
1054398685935816704,@_GreekMystique_ Xoxo.,
1054398625214803969,@GoShadow_ Okay  now we're blushing.,
1054386899261960198,This Fun-Sized Oreo Chocolate Candy Bar goes out to the 4 835 008 #treat sharers who know delicious Halloween treat  https://t.co/lqmSFu38RC,
1053317421958864896,@hey_kay_kay You're making us smile.,
1053317371941842944,@PJohn3374 Looks like you're preparing properly.  ,
1053299736168423424,This OREO cookie goes out to the 92 798 Halloween #Decorators who don t leave anything out. https://t.co/VY0CTxo8Bl,http://pbs.twimg.com/amplify_video_thumb/1052259252214124545/img/r4fAvDynvVTYQ2_1.jpg
1053009775787761665,@SCHALLEReading We hear OREO cookies are the perfect reading snack... but we may be biased.,
1053009577837498374,@JessCantarelli  ,
1053009534019674112,@madisonc1263 Can't say we disagree with your approach.,
1053009488708554753,@Jerzey_Jerz Xoxo.,
1053009259426910208,@MiissDarleyBaby Dear Ashley Darley   You really know how to make a cookie smile.  Sincerely  OREO,
1053009126408822784,@GianaLynnMusic Happy to make you happy.,
1053009078530785281,@jj3hundo Love ya back.,
1053009031206510592,@aprestamo This is something we can get on board with.,
1052937346553909255,This OREO cookie goes out to the 17 732 717 #crochet lovers who know the perfect snack for sweater weather. https://t.co/LYT8uNxIlv,http://pbs.twimg.com/amplify_video_thumb/1052259185000439808/img/kMntzNu7oplaiTxT.jpg
1052921065129865216,@Laineybenson02 Hi there! It s finally Fall  and it s officially PSL season! Looking for something to dunk in your  https://t.co/KDKOF8VK0X,
1052610858810048514,@beethelittleth1 Looks delicious.  ,
1052610817047314434,@jennayy38 You really know how to make a cookie smile.,
1052610778237468673,@Faith_Salie Okay  now we're blushing.,
1052593862043164672,@BryanAVillatoro Hi again! We would still love to send you a surprise to celebrate the World Series together. Would  https://t.co/94x1f30Ppj,
1052574957794811905,This OREO cookie goes out to the 4 672 430 #gamers who know that sometimes  what's on the outside is also important. https://t.co/X9DINLBXCE,http://pbs.twimg.com/amplify_video_thumb/1052259154507833344/img/K1J76LPVrPdTfC45.jpg
1052270709911822336,@sarahghoshal Now you're making us blush.,
1052270670527254528,@swimster03 How do you eat your OREO cookies?,
1052270631994167301,@ngelica_denise  ,
1051959234680774656,@BryanAVillatoro Hi there! We see that your love for OREO cookies &amp; baseball is out of the park! Would you be willi  https://t.co/CGGPTTNMs3,
1051913959979257857,@Arimosk Hi there! We see that your love for OREO cookies &amp; baseball is out of the park! Would you be willing to sh  https://t.co/j92bmMxa24,
1051907977609957376,@JayJackmanTV Xoxo.,
1051907921460817923,@Erin_Burr_ What a great surprise.,
1051907858860781570,@Jayy_O Happy to make you happy.,
1051907814124396544,@jetS3AN Aw  shucks.,
1051907770470096897,@MomSpark Sounds delicious!,
1051871278582439939,@JJHula Hi there! It s finally Fall  and it s officially PSL season! Looking for something to dunk in your latte? W  https://t.co/nOzMFnUHkZ,
1051871131559481344,@Alissa_hdmag Hi there! It s finally Fall  and it s officially PSL season! Looking for something to dunk in your la  https://t.co/0dDku43oBw,
1051850594779127813,The World Series is almost here! Which OREO cookie will be by your side as you watch?,
1051850522075037696,This OREO cookie goes out to the 122 795 #pitchers who know that a diverse repertoire can help take the team deep i  https://t.co/QRke8mjI2s,
1050830239407005696,@ScottWalker6 Arf n Woof  bark arf woof woof woof arf! [That's dog for "OREO &amp; Scott  we're glad you liked the gift!"],
1050814174572498945,@NowOnDeck Happy to make you happy.,
1050814103479115776,@NiTROACTiVE Happy to hear it. Enjoy!,
1050811063745298433,@elizabeth_dodds @DHElementary Just in time for spooky season!  ,
1050504470008872962,@1prizewinner Hey there! We see that your love of OREO cookies &amp; Pok mon is unmatched. We have quite the surprise f  https://t.co/sUIOmOgCle,
1050504421673771010,@GhostieBoii Hey there! We see that your love of OREO cookies &amp; Pok mon is unmatched. We have quite the surprise fo  https://t.co/nCQ7GfrItF,
1050473439084077058,@CarsingoPlayz Thanks! Stay on the lookout for your surprise in the next two weeks.,
1050453207355416576,@MikeRUnderwood Woof! Hope you enjoy  Oreo.,
1050453133812555776,@dcseifert Represent.  ,
